SLB origin time,SLB Horizontal Difference,SLB Depth Difference,SLB Total Difference,Year/Mo. Category
06/05/2014 05:54:47.172,2029.71,165.00,2036.41,2014/May/June
06/05/2014 17:24:44.459,1535.61,-38.00,1536.08,2014/May/June
08/05/2014 02:23:20.295,1740.24,508.00,1812.87,2014/May/June
08/05/2014 07:04:04.656,2126.73,255.00,2141.96,2014/May/June
08/05/2014 22:11:06.700,2079.81,523.00,2144.56,2014/May/June
09/05/2014 03:24:58.024,2041.66,405.00,2081.44,2014/May/June
09/05/2014 07:33:23.544,2064.25,439.00,2110.41,2014/May/June
09/05/2014 21:38:53.978,1586.87,530.00,1673.04,2014/May/June
09/05/2014 21:38:55.830,2035.91,528.00,2103.26,2014/May/June
11/05/2014 00:33:43.967,2116.62,73.00,2117.88,2014/May/June
12/05/2014 16:19:14.430,1599.90,553.00,1692.78,2014/May/June
13/05/2014 05:17:30.947,2103.52,535.00,2170.49,2014/May/June
13/05/2014 15:21:51.603,2043.33,509.00,2105.78,2014/May/June
14/05/2014 04:30:33.889,2009.15,382.00,2045.15,2014/May/June
14/05/2014 10:34:03.279,2217.11,522.00,2277.73,2014/May/June
14/05/2014 13:36:22.543,1871.37,643.00,1978.75,2014/May/June
14/05/2014 19:51:30.560,1831.78,542.00,1910.28,2014/May/June
15/05/2014 10:53:21.040,1925.85,372.00,1961.45,2014/May/June
15/05/2014 18:42:59.348,1665.06,285.00,1689.27,2014/May/June
15/05/2014 23:10:14.765,1646.53,518.00,1726.08,2014/May/June
16/05/2014 16:25:08.634,1504.50,388.00,1553.73,2014/May/June
17/05/2014 20:59:55.138,1356.41,82.00,1358.89,2014/May/June
17/05/2014 23:08:03.496,1663.03,-40.00,1663.51,2014/May/June
18/05/2014 00:43:36.443,2000.97,140.00,2005.86,2014/May/June
18/05/2014 09:44:49.444,2305.59,320.00,2327.69,2014/May/June
18/05/2014 11:50:26.122,2073.37,746.00,2203.50,2014/May/June
18/05/2014 23:34:00.570,2288.31,357.00,2315.99,2014/May/June
19/05/2014 17:32:04.396,1805.09,203.00,1816.47,2014/May/June
20/05/2014 17:00:40.732,1736.31,356.00,1772.43,2014/May/June
22/05/2014 18:31:21.560,2494.99,447.00,2534.71,2014/May/June
22/05/2014 23:56:44.503,2220.66,101.00,2222.95,2014/May/June
23/05/2014 00:15:35.104,2541.79,634.00,2619.66,2014/May/June
23/05/2014 10:48:56.033,2725.20,-84.00,2726.50,2014/May/June
23/05/2014 22:56:05.980,2705.48,661.00,2785.05,2014/May/June
25/05/2014 02:12:29.653,2671.17,690.00,2758.85,2014/May/June
25/05/2014 12:54:40.914,1968.58,560.00,2046.68,2014/May/June
26/05/2014 18:45:06.633,1974.79,485.00,2033.48,2014/May/June
27/05/2014 03:03:03.916,2014.60,582.00,2096.98,2014/May/June
28/05/2014 19:53:02.958,2098.02,594.00,2180.49,2014/May/June
28/05/2014 21:09:55.502,2093.89,784.00,2235.85,2014/May/June
30/05/2014 22:01:23.636,2176.28,324.00,2200.27,2014/May/June
30/05/2014 23:09:54.217,2403.75,376.00,2432.98,2014/May/June
31/05/2014 02:21:51.967,2346.02,88.00,2347.67,2014/May/June
31/05/2014 14:38:57.897,2612.92,148.00,2617.11,2014/May/June
31/05/2014 18:05:50.661,2729.29,-212.00,2737.51,2014/May/June
31/05/2014 20:41:22.241,2680.83,522.00,2731.18,2014/May/June
01/06/2014 20:45:37.091,1769.05,464.00,1828.89,2014/May/June
02/06/2014 00:49:35.167,2745.42,719.00,2838.01,2014/May/June
02/06/2014 09:25:01.607,2866.61,748.00,2962.59,2014/May/June
02/06/2014 21:56:33.317,2889.05,385.00,2914.59,2014/May/June
03/06/2014 01:30:04.647,2932.90,683.00,3011.37,2014/May/June
04/06/2014 20:54:05.526,3092.84,291.00,3106.50,2014/May/June
05/06/2014 12:55:27.180,3142.92,380.00,3165.81,2014/May/June
07/06/2014 01:17:49.869,3071.80,80.00,3072.84,2014/May/June
07/06/2014 14:38:45.271,2735.34,333.00,2755.53,2014/May/June
09/06/2014 15:26:51.239,1972.38,366.00,2006.05,2014/May/June
09/06/2014 15:27:27.486,2303.17,359.00,2330.98,2014/May/June
09/06/2014 15:27:28.121,1536.12,352.00,1575.94,2014/May/June
09/06/2014 15:27:30.377,3134.14,292.00,3147.71,2014/May/June
09/06/2014 15:27:56.935,3120.60,395.00,3145.50,2014/May/June
09/06/2014 15:28:11.177,3118.10,385.00,3141.77,2014/May/June
09/06/2014 15:33:43.740,3124.34,352.00,3144.10,2014/May/June
09/06/2014 15:33:52.995,3101.77,441.00,3132.97,2014/May/June
09/06/2014 20:30:18.024,3157.41,425.00,3185.89,2014/May/June
09/06/2014 21:02:18.687,3113.40,408.00,3140.02,2014/May/June
09/06/2014 23:47:33.385,3157.11,376.00,3179.42,2014/May/June
10/06/2014 02:09:57.058,3159.34,55.00,3159.82,2014/May/June
10/06/2014 21:58:14.699,3140.63,372.00,3162.58,2014/May/June
11/06/2014 01:08:35.979,3094.13,459.00,3127.99,2014/May/June
11/06/2014 01:08:36.808,3094.66,398.00,3120.15,2014/May/June
11/06/2014 01:08:39.158,3107.97,412.00,3135.16,2014/May/June
11/06/2014 01:08:46.420,3107.89,381.00,3131.16,2014/May/June
11/06/2014 01:13:24.634,3106.46,463.00,3140.77,2014/May/June
11/06/2014 01:14:14.434,3104.17,345.00,3123.29,2014/May/June
11/06/2014 01:14:21.414,3086.70,373.00,3109.15,2014/May/June
11/06/2014 01:14:23.994,3071.51,470.00,3107.26,2014/May/June
11/06/2014 01:14:24.428,3088.88,390.00,3113.40,2014/May/June
11/06/2014 01:19:08.238,3124.58,257.00,3135.13,2014/May/June
11/06/2014 01:24:15.383,3185.12,472.00,3219.90,2014/May/June
11/06/2014 01:42:00.013,3110.06,485.00,3147.65,2014/May/June
11/06/2014 02:18:04.748,3134.52,392.00,3158.93,2014/May/June
11/06/2014 02:57:55.855,3182.32,397.00,3206.99,2014/May/June
11/06/2014 03:30:17.383,3115.97,397.00,3141.16,2014/May/June
11/06/2014 03:32:58.848,3095.85,400.00,3121.59,2014/May/June
11/06/2014 09:50:24.236,3182.62,391.00,3206.55,2014/May/June
11/06/2014 09:51:14.538,3205.57,401.00,3230.55,2014/May/June
11/06/2014 09:51:31.261,3097.00,373.00,3119.38,2014/May/June
11/06/2014 11:12:37.498,3213.18,365.00,3233.84,2014/May/June
11/06/2014 18:11:32.356,3095.30,376.00,3118.05,2014/May/June
11/06/2014 21:41:53.316,3199.11,430.00,3227.88,2014/May/June
11/06/2014 21:51:28.144,3088.04,353.00,3108.15,2014/May/June
12/06/2014 09:00:17.314,3200.29,621.00,3259.98,2014/May/June
13/06/2014 16:01:17.315,3192.55,555.00,3240.43,2014/May/June
13/06/2014 16:04:54.669,3183.78,773.00,3276.28,2014/May/June
15/06/2014 05:58:41.509,3098.31,365.00,3119.74,2014/May/June
15/06/2014 21:22:18.015,3120.10,367.00,3141.61,2014/May/June
16/06/2014 00:00:42.745,3112.95,284.00,3125.88,2014/May/June
18/06/2014 06:15:09.602,3168.38,648.00,3233.97,2014/May/June
18/06/2014 19:24:18.991,3058.38,394.00,3083.66,2014/May/June
19/06/2014 03:51:30.854,3106.68,506.00,3147.62,2014/May/June
19/06/2014 07:53:14.466,3078.25,285.00,3091.41,2014/May/June
19/06/2014 16:59:54.677,3072.25,280.00,3084.98,2014/May/June
19/06/2014 20:59:41.410,3141.37,755.00,3230.83,2014/May/June
19/06/2014 22:44:25.522,3223.63,394.00,3247.62,2014/May/June
19/06/2014 22:53:15.307,3197.22,676.00,3267.91,2014/May/June
20/06/2014 11:22:53.299,3106.76,381.00,3130.03,2014/May/June
20/06/2014 13:02:04.893,3072.92,347.00,3092.45,2014/May/June
20/06/2014 15:58:54.706,3087.33,504.00,3128.19,2014/May/June
21/06/2014 11:41:29.703,3121.19,411.00,3148.14,2014/May/June
21/06/2014 11:45:19.866,3222.63,351.00,3241.68,2014/May/June
21/06/2014 11:46:07.104,3093.76,342.00,3112.61,2014/May/June
21/06/2014 21:12:45.002,3192.14,621.00,3251.99,2014/May/June
22/06/2014 08:03:35.516,3107.12,667.00,3177.90,2014/May/June
22/06/2014 21:57:34.184,3170.17,760.00,3259.99,2014/May/June
23/06/2014 00:19:15.800,3114.14,261.00,3125.05,2014/May/June
23/06/2014 12:57:13.238,3219.99,465.00,3253.39,2014/May/June
25/06/2014 05:55:33.160,3089.82,605.00,3148.49,2014/May/June
25/06/2014 13:44:46.410,3077.84,170.00,3082.53,2014/May/June
26/06/2014 08:10:30.660,3097.12,392.00,3121.83,2014/May/June
27/06/2014 02:37:22.102,3120.71,687.00,3195.44,2014/May/June
28/06/2014 18:47:07.082,3154.25,29.00,3154.38,2014/May/June
29/06/2014 08:58:56.551,3178.70,65.00,3179.37,2014/May/June
01/07/2014 06:36:51.094,3190.42,343.00,3208.80,2014/July/Aug
01/07/2014 08:11:49.243,3093.59,367.00,3115.29,2014/July/Aug
01/07/2014 09:49:55.371,3117.82,226.00,3126.00,2014/July/Aug
01/07/2014 09:50:21.657,3150.06,390.00,3174.11,2014/July/Aug
01/07/2014 09:50:25.921,3119.08,343.00,3137.89,2014/July/Aug
01/07/2014 11:19:13.180,3052.59,367.00,3074.57,2014/July/Aug
01/07/2014 22:44:00.235,3189.13,746.00,3275.22,2014/July/Aug
01/07/2014 22:56:21.418,3054.46,700.00,3133.65,2014/July/Aug
02/07/2014 08:50:34.460,3131.13,161.00,3135.27,2014/July/Aug
02/07/2014 11:22:37.553,3117.02,205.00,3123.75,2014/July/Aug
02/07/2014 11:22:43.994,3112.03,357.00,3132.44,2014/July/Aug
02/07/2014 11:31:44.140,3132.49,85.00,3133.64,2014/July/Aug
02/07/2014 11:39:50.529,3211.63,322.00,3227.73,2014/July/Aug
02/07/2014 12:09:33.586,3240.19,315.00,3255.47,2014/July/Aug
02/07/2014 13:38:53.927,3216.73,318.00,3232.41,2014/July/Aug
02/07/2014 14:40:32.877,3180.72,-66.00,3181.40,2014/July/Aug
02/07/2014 14:40:32.940,3243.13,78.00,3244.07,2014/July/Aug
03/07/2014 06:11:30.304,3172.71,464.00,3206.46,2014/July/Aug
03/07/2014 09:04:23.356,3198.12,356.00,3217.87,2014/July/Aug
03/07/2014 10:10:18.873,3107.75,178.00,3112.85,2014/July/Aug
03/07/2014 18:29:58.284,3189.54,107.00,3191.33,2014/July/Aug
03/07/2014 22:35:11.460,3121.48,87.00,3122.70,2014/July/Aug
04/07/2014 17:43:34.652,3130.71,117.00,3132.90,2014/July/Aug
05/07/2014 11:53:19.789,3139.29,67.00,3140.01,2014/July/Aug
05/07/2014 22:33:06.160,3065.95,124.00,3068.46,2014/July/Aug
07/07/2014 08:29:39.957,3092.98,75.00,3093.89,2014/July/Aug
09/07/2014 00:10:55.275,3212.35,680.00,3283.53,2014/July/Aug
09/07/2014 10:19:22.267,3234.26,65.00,3234.91,2014/July/Aug
14/07/2014 22:58:23.041,3125.60,2.00,3125.60,2014/July/Aug
15/07/2014 10:43:39.028,3219.83,203.00,3226.23,2014/July/Aug
16/07/2014 09:49:54.441,3258.93,224.00,3266.62,2014/July/Aug
16/07/2014 16:19:19.626,3201.08,540.00,3246.30,2014/July/Aug
16/07/2014 16:29:53.737,3058.12,725.00,3142.88,2014/July/Aug
16/07/2014 19:30:11.241,3091.37,44.00,3091.69,2014/July/Aug
17/07/2014 04:07:59.183,3201.84,660.00,3269.16,2014/July/Aug
17/07/2014 15:02:06.887,3243.86,551.00,3290.32,2014/July/Aug
17/07/2014 17:42:47.271,3253.57,484.00,3289.37,2014/July/Aug
18/07/2014 11:11:49.227,3117.24,619.00,3178.10,2014/July/Aug
18/07/2014 12:29:22.764,3000.53,522.00,3045.60,2014/July/Aug
18/07/2014 13:13:48.569,3202.71,105.00,3204.43,2014/July/Aug
18/07/2014 13:17:43.170,3204.63,38.00,3204.85,2014/July/Aug
18/07/2014 13:24:11.640,3149.51,395.00,3174.18,2014/July/Aug
18/07/2014 13:32:27.535,3162.63,-61.00,3163.22,2014/July/Aug
18/07/2014 14:38:54.337,3019.88,403.00,3046.65,2014/July/Aug
18/07/2014 14:38:55.717,3172.96,209.00,3179.84,2014/July/Aug
18/07/2014 20:42:07.878,3047.08,316.00,3063.42,2014/July/Aug
18/07/2014 22:41:54.295,3178.14,547.00,3224.87,2014/July/Aug
19/07/2014 20:47:29.049,3128.92,84.00,3130.04,2014/July/Aug
21/07/2014 04:25:31.457,3170.62,64.00,3171.27,2014/July/Aug
21/07/2014 04:25:44.057,3254.37,75.00,3255.23,2014/July/Aug
21/07/2014 20:59:31.338,3225.72,199.00,3231.85,2014/July/Aug
21/07/2014 21:03:31.021,3220.17,216.00,3227.41,2014/July/Aug
22/07/2014 09:13:25.940,3175.92,573.00,3227.20,2014/July/Aug
22/07/2014 18:35:34.128,3276.84,638.00,3338.37,2014/July/Aug
22/07/2014 23:22:18.264,3150.49,467.00,3184.91,2014/July/Aug
23/07/2014 13:32:47.768,3176.07,349.00,3195.19,2014/July/Aug
23/07/2014 14:28:47.791,3177.23,39.00,3177.47,2014/July/Aug
23/07/2014 18:55:57.886,3234.62,324.00,3250.80,2014/July/Aug
23/07/2014 19:48:41.698,3157.01,254.00,3167.21,2014/July/Aug
24/07/2014 02:09:16.033,3209.63,355.00,3229.20,2014/July/Aug
24/07/2014 02:09:17.179,3229.85,323.00,3245.96,2014/July/Aug
24/07/2014 13:20:18.823,3242.52,433.00,3271.30,2014/July/Aug
25/07/2014 09:38:10.026,3182.79,313.00,3198.15,2014/July/Aug
25/07/2014 09:42:02.055,3107.17,321.00,3123.71,2014/July/Aug
26/07/2014 23:20:54.993,3080.65,334.00,3098.70,2014/July/Aug
27/07/2014 10:57:56.499,3193.67,306.00,3208.30,2014/July/Aug
27/07/2014 16:49:15.806,2982.99,672.00,3057.75,2014/July/Aug
27/07/2014 20:53:03.836,3041.85,382.00,3065.74,2014/July/Aug
27/07/2014 20:55:48.100,3276.81,368.00,3297.41,2014/July/Aug
27/07/2014 21:52:59.582,3070.94,411.00,3098.32,2014/July/Aug
27/07/2014 21:53:22.912,3077.05,400.00,3102.94,2014/July/Aug
29/07/2014 19:20:00.694,3017.35,198.00,3023.83,2014/July/Aug
30/07/2014 04:48:30.776,3275.42,194.00,3281.16,2014/July/Aug
30/07/2014 21:12:52.902,3142.73,183.00,3148.05,2014/July/Aug
30/07/2014 21:16:33.202,3219.10,402.00,3244.10,2014/July/Aug
30/07/2014 21:16:58.485,3297.90,247.00,3307.13,2014/July/Aug
30/07/2014 21:17:01.690,3229.77,305.00,3244.14,2014/July/Aug
30/07/2014 21:17:44.618,3211.45,235.00,3220.04,2014/July/Aug
30/07/2014 21:17:55.837,3305.64,349.00,3324.01,2014/July/Aug
30/07/2014 22:00:03.776,3247.14,397.00,3271.32,2014/July/Aug
30/07/2014 22:03:16.549,3212.10,432.00,3241.02,2014/July/Aug
30/07/2014 22:03:44.140,3157.99,262.00,3168.84,2014/July/Aug
30/07/2014 22:08:57.395,3148.59,320.00,3164.81,2014/July/Aug
31/07/2014 21:47:47.208,3160.48,181.00,3165.66,2014/July/Aug
01/08/2014 15:22:38.366,3240.79,469.00,3274.55,2014/July/Aug
01/08/2014 16:22:55.952,3255.89,712.00,3332.83,2014/July/Aug
02/08/2014 02:25:04.965,3240.20,228.00,3248.21,2014/July/Aug
03/08/2014 20:57:47.069,3316.72,621.00,3374.35,2014/July/Aug
03/08/2014 21:02:00.875,3250.03,677.00,3319.80,2014/July/Aug
03/08/2014 22:22:05.648,3156.27,349.00,3175.50,2014/July/Aug
04/08/2014 07:46:37.641,3141.56,223.00,3149.46,2014/July/Aug
04/08/2014 22:51:16.590,3102.61,248.00,3112.50,2014/July/Aug
05/08/2014 00:07:13.499,3198.02,693.00,3272.24,2014/July/Aug
05/08/2014 08:49:22.789,3053.24,706.00,3133.80,2014/July/Aug
05/08/2014 12:23:41.503,3103.97,709.00,3183.92,2014/July/Aug
05/08/2014 13:33:58.421,3007.43,665.00,3080.08,2014/July/Aug
05/08/2014 21:18:37.387,3097.58,706.00,3177.02,2014/July/Aug
06/08/2014 02:00:17.876,3040.39,146.00,3043.90,2014/July/Aug
06/08/2014 02:58:20.607,3191.01,302.00,3205.27,2014/July/Aug
06/08/2014 10:54:04.313,3208.46,81.00,3209.48,2014/July/Aug
07/08/2014 09:23:08.212,3147.41,690.00,3222.16,2014/July/Aug
07/08/2014 09:27:07.409,3194.32,700.00,3270.12,2014/July/Aug
07/08/2014 12:54:52.849,3166.53,706.00,3244.27,2014/July/Aug
07/08/2014 13:04:36.866,3153.87,715.00,3233.90,2014/July/Aug
08/08/2014 03:00:09.277,3186.60,338.00,3204.48,2014/July/Aug
08/08/2014 16:59:45.015,3207.23,265.00,3218.16,2014/July/Aug
08/08/2014 17:00:24.937,3340.91,390.00,3363.60,2014/July/Aug
08/08/2014 17:44:07.090,3160.50,731.00,3243.93,2014/July/Aug
08/08/2014 17:49:39.002,3127.07,408.00,3153.58,2014/July/Aug
09/08/2014 12:32:35.309,3174.57,418.00,3201.97,2014/July/Aug
09/08/2014 17:43:16.217,3031.80,502.00,3073.08,2014/July/Aug
09/08/2014 18:58:02.433,3202.45,366.00,3223.29,2014/July/Aug
10/08/2014 01:20:21.278,3144.37,428.00,3173.36,2014/July/Aug
10/08/2014 14:01:56.092,3302.71,353.00,3321.52,2014/July/Aug
10/08/2014 18:21:54.805,3126.88,434.00,3156.86,2014/July/Aug
10/08/2014 21:18:41.852,3156.26,253.00,3166.38,2014/July/Aug
11/08/2014 10:46:37.920,3272.71,738.00,3354.88,2014/July/Aug
12/08/2014 01:01:43.420,3297.91,59.00,3298.44,2014/July/Aug
12/08/2014 21:12:30.505,3149.42,235.00,3158.18,2014/July/Aug
13/08/2014 00:11:20.277,3255.33,100.00,3256.86,2014/July/Aug
13/08/2014 02:36:37.959,3168.17,55.00,3168.64,2014/July/Aug
13/08/2014 02:52:38.860,3165.31,187.00,3170.83,2014/July/Aug
13/08/2014 03:26:26.012,3173.79,164.00,3178.03,2014/July/Aug
13/08/2014 03:45:20.035,3262.01,61.00,3262.58,2014/July/Aug
13/08/2014 04:18:11.687,3291.43,337.00,3308.64,2014/July/Aug
13/08/2014 07:13:42.656,3195.77,148.00,3199.19,2014/July/Aug
13/08/2014 07:14:10.067,3147.42,138.00,3150.45,2014/July/Aug
13/08/2014 12:50:15.877,3177.46,81.00,3178.50,2014/July/Aug
13/08/2014 17:38:55.663,3175.63,653.00,3242.07,2014/July/Aug
13/08/2014 17:51:12.681,3224.89,303.00,3239.09,2014/July/Aug
14/08/2014 02:21:36.635,3269.13,136.00,3271.96,2014/July/Aug
14/08/2014 03:38:31.684,3063.43,62.00,3064.06,2014/July/Aug
14/08/2014 09:47:07.245,3026.35,677.00,3101.15,2014/July/Aug
14/08/2014 09:47:18.924,3218.38,660.00,3285.36,2014/July/Aug
14/08/2014 09:47:24.574,3342.23,664.00,3407.55,2014/July/Aug
14/08/2014 09:56:52.776,3049.15,600.00,3107.62,2014/July/Aug
15/08/2014 02:55:43.085,3332.52,59.00,3333.04,2014/July/Aug
15/08/2014 04:33:13.280,3192.94,503.00,3232.32,2014/July/Aug
16/08/2014 13:31:07.639,3071.60,346.00,3091.03,2014/July/Aug
16/08/2014 16:22:46.809,3094.68,610.00,3154.23,2014/July/Aug
17/08/2014 05:26:48.249,3090.54,367.00,3112.26,2014/July/Aug
17/08/2014 06:25:05.283,3258.10,227.00,3266.00,2014/July/Aug
17/08/2014 07:30:29.104,3128.40,95.00,3129.84,2014/July/Aug
18/08/2014 03:25:05.103,3141.86,179.00,3146.95,2014/July/Aug
18/08/2014 09:28:58.180,3233.80,556.00,3281.25,2014/July/Aug
18/08/2014 15:36:02.834,3135.43,156.00,3139.31,2014/July/Aug
18/08/2014 20:28:41.506,3038.21,82.00,3039.32,2014/July/Aug
18/08/2014 22:58:58.868,3321.82,760.00,3407.65,2014/July/Aug
19/08/2014 19:47:02.263,3063.14,152.00,3066.91,2014/July/Aug
19/08/2014 21:24:37.468,3221.89,378.00,3243.99,2014/July/Aug
20/08/2014 01:39:47.616,3195.14,402.00,3220.33,2014/July/Aug
20/08/2014 10:51:28.045,3225.22,93.00,3226.56,2014/July/Aug
20/08/2014 14:50:44.217,3152.20,339.00,3170.38,2014/July/Aug
20/08/2014 17:11:17.483,3333.94,91.00,3335.18,2014/July/Aug
21/08/2014 04:25:41.873,3348.09,23.00,3348.17,2014/July/Aug
22/08/2014 05:09:26.345,3268.85,433.00,3297.40,2014/July/Aug
22/08/2014 05:56:57.244,3223.57,52.00,3223.99,2014/July/Aug
22/08/2014 22:12:25.504,3288.48,633.00,3348.85,2014/July/Aug
23/08/2014 00:45:25.495,3235.60,381.00,3257.96,2014/July/Aug
23/08/2014 20:58:12.656,3204.01,567.00,3253.79,2014/July/Aug
24/08/2014 16:24:33.727,3149.99,304.00,3164.63,2014/July/Aug
24/08/2014 16:27:39.906,3048.69,141.00,3051.94,2014/July/Aug
24/08/2014 16:29:52.175,3246.68,141.00,3249.74,2014/July/Aug
24/08/2014 16:37:17.425,3193.48,145.00,3196.77,2014/July/Aug
24/08/2014 16:54:38.114,3224.36,187.00,3229.78,2014/July/Aug
24/08/2014 17:12:26.930,3262.33,-328.00,3278.78,2014/July/Aug
24/08/2014 17:30:23.354,3195.99,-303.00,3210.32,2014/July/Aug
24/08/2014 17:36:23.708,3166.66,142.00,3169.84,2014/July/Aug
24/08/2014 18:35:49.007,3115.43,-230.00,3123.91,2014/July/Aug
24/08/2014 19:18:47.021,2996.73,282.00,3009.97,2014/July/Aug
24/08/2014 20:39:25.900,3207.78,251.00,3217.59,2014/July/Aug
24/08/2014 21:26:56.881,3181.32,112.00,3183.30,2014/July/Aug
24/08/2014 21:52:03.463,3079.82,242.00,3089.31,2014/July/Aug
24/08/2014 22:16:21.623,2999.89,212.00,3007.37,2014/July/Aug
24/08/2014 22:31:15.801,3167.71,302.00,3182.08,2014/July/Aug
24/08/2014 22:42:47.474,3143.21,180.00,3148.36,2014/July/Aug
24/08/2014 23:33:30.976,3182.48,176.00,3187.35,2014/July/Aug
25/08/2014 00:48:32.942,3090.36,326.00,3107.50,2014/July/Aug
25/08/2014 05:59:37.011,3154.86,149.00,3158.38,2014/July/Aug
25/08/2014 11:36:54.011,3160.48,156.00,3164.33,2014/July/Aug
25/08/2014 12:29:14.095,3228.12,158.00,3231.99,2014/July/Aug
25/08/2014 16:01:54.439,2988.36,462.00,3023.86,2014/July/Aug
26/08/2014 05:52:19.650,3176.82,84.00,3177.93,2014/July/Aug
26/08/2014 06:11:43.677,3203.19,551.00,3250.23,2014/July/Aug
26/08/2014 11:30:30.084,2992.21,66.00,2992.94,2014/July/Aug
27/08/2014 13:14:55.742,3283.30,626.00,3342.45,2014/July/Aug
29/08/2014 01:56:21.135,2995.97,97.00,2997.54,2014/July/Aug
29/08/2014 02:59:04.302,3193.09,108.00,3194.92,2014/July/Aug
29/08/2014 15:40:19.163,3277.82,453.00,3308.98,2014/July/Aug
29/08/2014 18:51:29.315,3186.47,63.00,3187.10,2014/July/Aug
29/08/2014 21:30:09.064,3363.48,28.00,3363.60,2014/July/Aug
30/08/2014 19:51:22.599,3130.68,693.00,3206.46,2014/July/Aug
31/08/2014 04:33:34.734,3237.53,443.00,3267.70,2014/July/Aug
31/08/2014 15:06:29.361,3273.61,199.00,3279.65,2014/July/Aug
01/09/2014 20:37:56.222,3260.75,728.00,3341.03,2014/Sep/Oct
03/09/2014 15:03:15.677,3013.37,-103.00,3015.13,2014/Sep/Oct
05/09/2014 00:25:13.218,3256.15,543.00,3301.11,2014/Sep/Oct
06/09/2014 20:53:11.287,3036.74,335.00,3055.16,2014/Sep/Oct
07/09/2014 17:10:43.564,3034.49,604.00,3094.02,2014/Sep/Oct
07/09/2014 22:27:54.018,3105.29,-192.00,3111.22,2014/Sep/Oct
08/09/2014 08:54:55.700,3374.50,708.00,3447.97,2014/Sep/Oct
10/09/2014 05:36:33.507,3200.16,778.00,3293.37,2014/Sep/Oct
11/09/2014 05:26:32.551,3027.61,518.00,3071.61,2014/Sep/Oct
11/09/2014 05:54:21.056,3094.49,674.00,3167.04,2014/Sep/Oct
11/09/2014 11:38:46.542,3065.46,147.00,3068.98,2014/Sep/Oct
11/09/2014 12:38:50.753,3187.30,153.00,3190.97,2014/Sep/Oct
11/09/2014 13:48:56.678,3253.77,163.00,3257.85,2014/Sep/Oct
11/09/2014 13:56:49.129,3015.41,138.00,3018.57,2014/Sep/Oct
11/09/2014 14:51:06.533,3065.00,192.00,3071.01,2014/Sep/Oct
11/09/2014 14:53:35.521,3180.09,170.00,3184.63,2014/Sep/Oct
11/09/2014 15:59:27.340,3218.53,235.00,3227.09,2014/Sep/Oct
11/09/2014 16:13:05.063,3360.62,218.00,3367.68,2014/Sep/Oct
11/09/2014 16:19:57.234,3091.25,167.00,3095.76,2014/Sep/Oct
11/09/2014 16:26:48.900,3052.94,108.00,3054.85,2014/Sep/Oct
11/09/2014 16:31:41.821,3031.41,131.00,3034.24,2014/Sep/Oct
11/09/2014 16:44:06.963,3203.77,177.00,3208.66,2014/Sep/Oct
11/09/2014 16:48:26.130,3052.52,209.00,3059.66,2014/Sep/Oct
11/09/2014 16:53:50.252,3201.65,87.00,3202.83,2014/Sep/Oct
11/09/2014 17:38:16.628,3113.37,57.00,3113.89,2014/Sep/Oct
11/09/2014 17:59:02.940,3344.53,195.00,3350.21,2014/Sep/Oct
11/09/2014 18:13:11.508,3282.06,139.00,3285.00,2014/Sep/Oct
11/09/2014 18:27:56.027,3303.78,162.00,3307.75,2014/Sep/Oct
11/09/2014 18:37:00.309,2958.84,94.00,2960.33,2014/Sep/Oct
11/09/2014 19:29:36.173,3137.30,213.00,3144.52,2014/Sep/Oct
11/09/2014 20:19:30.845,3103.25,55.00,3103.74,2014/Sep/Oct
11/09/2014 20:44:13.452,3077.63,211.00,3084.86,2014/Sep/Oct
11/09/2014 21:02:21.099,3177.89,116.00,3180.01,2014/Sep/Oct
11/09/2014 21:15:44.950,3014.20,73.00,3015.08,2014/Sep/Oct
11/09/2014 21:56:36.670,3102.74,249.00,3112.71,2014/Sep/Oct
12/09/2014 00:13:47.996,3128.29,61.00,3128.88,2014/Sep/Oct
12/09/2014 01:25:25.290,3295.66,109.00,3297.46,2014/Sep/Oct
12/09/2014 01:35:19.904,3065.58,137.00,3068.64,2014/Sep/Oct
12/09/2014 10:47:16.860,3198.48,729.00,3280.50,2014/Sep/Oct
12/09/2014 14:19:18.186,3098.03,-295.00,3112.04,2014/Sep/Oct
12/09/2014 18:22:35.957,2997.70,139.00,3000.92,2014/Sep/Oct
12/09/2014 19:07:40.894,2987.96,73.00,2988.85,2014/Sep/Oct
12/09/2014 20:13:06.245,3296.80,86.00,3297.93,2014/Sep/Oct
12/09/2014 20:19:37.504,3230.09,83.00,3231.15,2014/Sep/Oct
12/09/2014 21:36:42.762,3077.99,77.00,3078.95,2014/Sep/Oct
12/09/2014 22:27:40.432,3215.33,95.00,3216.73,2014/Sep/Oct
13/09/2014 10:52:45.982,3299.16,374.00,3320.29,2014/Sep/Oct
13/09/2014 12:18:00.234,3129.71,179.00,3134.83,2014/Sep/Oct
13/09/2014 14:08:37.222,3044.51,554.00,3094.50,2014/Sep/Oct
13/09/2014 16:00:16.505,3216.13,382.00,3238.74,2014/Sep/Oct
13/09/2014 23:16:28.624,3016.77,557.00,3067.76,2014/Sep/Oct
14/09/2014 01:12:01.629,3229.97,104.00,3231.64,2014/Sep/Oct
14/09/2014 08:39:46.907,2993.42,725.00,3079.96,2014/Sep/Oct
14/09/2014 12:27:24.675,3420.42,195.00,3425.97,2014/Sep/Oct
